id,event_date,year,President,country,geometry,week,stack
921,2025-03-27T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-03-23,21
922,2025-03-27T00:00:00Z,2025,Trump II,Yemen,"c(44.26, 15.259)",2025-03-23,22
923,2025-03-27T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-23,23
924,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(43.944, 15.658)",2025-03-23,24
925,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-03-23,25
926,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(43.944, 15.658)",2025-03-23,26
927,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(43.944, 15.658)",2025-03-23,27
928,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(43.944, 15.658)",2025-03-23,28
929,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(43.944, 15.658)",2025-03-23,29
930,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(42.954, 14.797)",2025-03-23,30
931,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-03-23,31
932,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-03-23,32
933,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-23,33
934,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(44.45, 16)",2025-03-23,34
935,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-23,35
936,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-23,36
937,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-03-23,37
938,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-23,38
939,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-23,39
940,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-03-23,40
941,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(44.779, 16.164)",2025-03-23,41
942,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(43.944, 15.658)",2025-03-23,42
943,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-23,43
944,2025-03-28T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-23,44
945,2025-03-29T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-23,45
946,2025-03-29T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-23,46
947,2025-03-29T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-23,47
948,2025-03-29T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-23,48
949,2025-03-29T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-03-23,49
950,2025-03-30T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-03-30,1
951,2025-03-30T00:00:00Z,2025,Trump II,Yemen,"c(43.605, 15.694)",2025-03-30,2
952,2025-03-30T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-03-30,3
953,2025-03-30T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-03-30,4
954,2025-03-30T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-03-30,5
955,2025-03-31T00:00:00Z,2025,Trump II,Yemen,"c(44.26, 15.259)",2025-03-30,6
956,2025-04-01T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,7
957,2025-04-01T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-03-30,8
958,2025-04-01T00:00:00Z,2025,Trump II,Yemen,"c(43.605, 15.694)",2025-03-30,9
959,2025-04-01T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,10
960,2025-04-01T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,11
961,2025-04-01T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,12
962,2025-04-01T00:00:00Z,2025,Trump II,Yemen,"c(42.954, 14.797)",2025-03-30,13
963,2025-04-01T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,14
964,2025-04-01T00:00:00Z,2025,Trump II,Yemen,"c(43.605, 15.694)",2025-03-30,15
965,2025-04-01T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-03-30,16
966,2025-04-02T00:00:00Z,2025,Trump II,Yemen,"c(42.605, 15.329)",2025-03-30,17
967,2025-04-02T00:00:00Z,2025,Trump II,Yemen,"c(42.954, 14.797)",2025-03-30,18
968,2025-04-02T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,19
969,2025-04-02T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,20
970,2025-04-02T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,21
971,2025-04-02T00:00:00Z,2025,Trump II,Yemen,"c(44.183, 13.966)",2025-03-30,22
972,2025-04-02T00:00:00Z,2025,Trump II,Yemen,"c(42.954, 14.797)",2025-03-30,23
973,2025-04-02T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,24
974,2025-04-03T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,25
975,2025-04-03T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,26
976,2025-04-03T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,27
977,2025-04-03T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,28
978,2025-04-04T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,29
979,2025-04-05T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,30
980,2025-04-05T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-03-30,31
981,2025-04-05T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-03-30,32
982,2025-04-06T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-04-06,1
983,2025-04-06T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-06,2
984,2025-04-06T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-06,3
985,2025-04-06T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-06,4
986,2025-04-06T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-06,5
987,2025-04-07T00:00:00Z,2025,Trump II,Yemen,"c(43.605, 15.694)",2025-04-06,6
988,2025-04-07T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-06,7
989,2025-04-07T00:00:00Z,2025,Trump II,Yemen,"c(42.954, 14.797)",2025-04-06,8
990,2025-04-08T00:00:00Z,2025,Trump II,Yemen,"c(44.26, 15.259)",2025-04-06,9
991,2025-04-08T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-06,10
992,2025-04-08T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-06,11
993,2025-04-08T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-06,12
994,2025-04-08T00:00:00Z,2025,Trump II,Yemen,"c(44.405, 14.543)",2025-04-06,13
995,2025-04-08T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-06,14
996,2025-04-08T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-04-06,15
997,2025-04-08T00:00:00Z,2025,Trump II,Yemen,"c(43.944, 15.658)",2025-04-06,16
998,2025-04-08T00:00:00Z,2025,Trump II,Yemen,"c(44.183, 13.966)",2025-04-06,17
999,2025-04-08T00:00:00Z,2025,Trump II,Yemen,"c(44.245, 15.407)",2025-04-06,18
1000,2025-04-09T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-04-06,19
1001,2025-04-09T00:00:00Z,2025,Trump II,Yemen,"c(44.205, 15.326)",2025-04-06,20
1002,2025-04-09T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-06,21
1003,2025-04-09T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-04-06,22
1004,2025-04-09T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-06,23
1005,2025-04-11T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-06,24
1006,2025-04-11T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-06,25
1007,2025-04-11T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-06,26
1008,2025-04-11T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-06,27
1009,2025-04-11T00:00:00Z,2025,Trump II,Yemen,"c(42.954, 14.797)",2025-04-06,28
1010,2025-04-11T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-06,29
1011,2025-04-11T00:00:00Z,2025,Trump II,Yemen,"c(44.245, 15.407)",2025-04-06,30
1012,2025-04-11T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-06,31
1013,2025-04-11T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-06,32
1014,2025-04-11T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-06,33
1015,2025-04-12T00:00:00Z,2025,Trump II,Yemen,"c(42.954, 14.797)",2025-04-06,34
1016,2025-04-12T00:00:00Z,2025,Trump II,Yemen,"c(45.572, 13.985)",2025-04-06,35
1017,2025-04-12T00:00:00Z,2025,Trump II,Yemen,"c(44.45, 16)",2025-04-06,36
1018,2025-04-13T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-13,1
1019,2025-04-13T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,2
1020,2025-04-13T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-13,3
1021,2025-04-13T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-13,4
1022,2025-04-13T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-13,5
1023,2025-04-14T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-13,6
1024,2025-04-14T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-04-13,7
1025,2025-04-14T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-13,8
1026,2025-04-14T00:00:00Z,2025,Trump II,Yemen,"c(44.779, 16.164)",2025-04-13,9
1027,2025-04-14T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-04-13,10
1028,2025-04-15T00:00:00Z,2025,Trump II,Yemen,"c(45.572, 13.985)",2025-04-13,11
1029,2025-04-15T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-13,12
1030,2025-04-15T00:00:00Z,2025,Trump II,Yemen,"c(43.944, 15.658)",2025-04-13,13
1031,2025-04-15T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-13,14
1032,2025-04-15T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-13,15
1033,2025-04-15T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-13,16
1034,2025-04-16T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,17
1035,2025-04-16T00:00:00Z,2025,Trump II,Yemen,"c(44.405, 14.543)",2025-04-13,18
1036,2025-04-16T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,19
1037,2025-04-16T00:00:00Z,2025,Trump II,Yemen,"c(44.779, 16.164)",2025-04-13,20
1038,2025-04-16T00:00:00Z,2025,Trump II,Yemen,"c(44.205, 15.326)",2025-04-13,21
1039,2025-04-16T00:00:00Z,2025,Trump II,Yemen,"c(42.954, 14.797)",2025-04-13,22
1040,2025-04-16T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,23
1041,2025-04-16T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,24
1042,2025-04-16T00:00:00Z,2025,Trump II,Yemen,"c(42.954, 14.797)",2025-04-13,25
1043,2025-04-17T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,26
1044,2025-04-17T00:00:00Z,2025,Trump II,Yemen,"c(45.572, 13.985)",2025-04-13,27
1045,2025-04-17T00:00:00Z,2025,Trump II,Yemen,"c(42.605, 15.329)",2025-04-13,28
1046,2025-04-17T00:00:00Z,2025,Trump II,Yemen,"c(42.605, 15.329)",2025-04-13,29
1047,2025-04-17T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,30
1048,2025-04-18T00:00:00Z,2025,Trump II,Yemen,"c(44.45, 16)",2025-04-13,31
1049,2025-04-18T00:00:00Z,2025,Trump II,Yemen,"c(44.45, 16)",2025-04-13,32
1050,2025-04-18T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-13,33
1051,2025-04-18T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,34
1052,2025-04-18T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,35
1053,2025-04-18T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,36
1054,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,37
1055,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(42.954, 14.797)",2025-04-13,38
1056,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,39
1057,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,40
1058,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,41
1059,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,42
1060,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,43
1061,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,44
1062,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(43.944, 15.658)",2025-04-13,45
1063,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,46
1064,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-13,47
1065,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,48
1066,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(42.976, 14.753)",2025-04-13,49
1067,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,50
1068,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,51
1069,2025-04-19T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-13,52
1070,2025-04-20T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-20,1
1071,2025-04-20T00:00:00Z,2025,Trump II,Yemen,"c(44.156, 15.319)",2025-04-20,2
1072,2025-04-20T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-20,3
1073,2025-04-20T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-04-20,4
1074,2025-04-20T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-20,5
1075,2025-04-20T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-04-20,6
1076,2025-04-20T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-20,7
1077,2025-04-21T00:00:00Z,2025,Trump II,Yemen,"c(43.944, 15.658)",2025-04-20,8
1078,2025-04-21T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-20,9
1079,2025-04-21T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-20,10
1080,2025-04-21T00:00:00Z,2025,Trump II,Yemen,"c(43.55, 15.47)",2025-04-20,11
1081,2025-04-21T00:00:00Z,2025,Trump II,Yemen,"c(42.954, 14.797)",2025-04-20,12
1082,2025-04-21T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-20,13
1083,2025-04-21T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-20,14
1084,2025-04-21T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-04-20,15
1085,2025-04-21T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-20,16
1086,2025-04-21T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-20,17
1087,2025-04-22T00:00:00Z,2025,Trump II,Yemen,"c(42.588, 15.314)",2025-04-20,18
1088,2025-04-22T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-20,19
1089,2025-04-22T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-20,20
1090,2025-04-22T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-20,21
1091,2025-04-22T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-04-20,22
1092,2025-04-22T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-20,23
1093,2025-04-22T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-20,24
1094,2025-04-23T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-20,25
1095,2025-04-23T00:00:00Z,2025,Trump II,Yemen,"c(42.954, 14.797)",2025-04-20,26
1096,2025-04-23T00:00:00Z,2025,Trump II,Yemen,"c(42.976, 14.753)",2025-04-20,27
1097,2025-04-23T00:00:00Z,2025,Trump II,Yemen,"c(44.021, 13.579)",2025-04-20,28
1098,2025-04-23T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-20,29
1099,2025-04-23T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-20,30
1100,2025-04-23T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-20,31
1101,2025-04-23T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-20,32
1102,2025-04-24T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-20,33
1103,2025-04-24T00:00:00Z,2025,Trump II,Yemen,"c(44.245, 15.407)",2025-04-20,34
1104,2025-04-24T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-20,35
1105,2025-04-24T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-20,36
1106,2025-04-24T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-20,37
1107,2025-04-24T00:00:00Z,2025,Trump II,Yemen,"c(43.944, 15.658)",2025-04-20,38
1108,2025-04-24T00:00:00Z,2025,Trump II,Yemen,"c(42.588, 15.314)",2025-04-20,39
1109,2025-04-25T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-20,40
1110,2025-04-25T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-20,41
1111,2025-04-25T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-04-20,42
1112,2025-04-25T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-20,43
1113,2025-04-25T00:00:00Z,2025,Trump II,Yemen,"c(43.55, 15.47)",2025-04-20,44
1114,2025-04-25T00:00:00Z,2025,Trump II,Yemen,"c(42.605, 15.329)",2025-04-20,45
1115,2025-04-25T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-20,46
1116,2025-04-25T00:00:00Z,2025,Trump II,Yemen,"c(43.15, 14.063)",2025-04-20,47
1117,2025-04-25T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-20,48
1118,2025-04-25T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-20,49
1119,2025-04-25T00:00:00Z,2025,Trump II,Yemen,"c(42.605, 15.329)",2025-04-20,50
1120,2025-04-25T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-20,51
1121,2025-04-26T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-20,52
1122,2025-04-26T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-04-20,53
1123,2025-04-26T00:00:00Z,2025,Trump II,Yemen,"c(44.45, 16)",2025-04-20,54
1124,2025-04-26T00:00:00Z,2025,Trump II,Yemen,"c(42.588, 15.314)",2025-04-20,55
1125,2025-04-26T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-20,56
1126,2025-04-26T00:00:00Z,2025,Trump II,Yemen,"c(42.605, 15.329)",2025-04-20,57
1127,2025-04-26T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-20,58
1128,2025-04-26T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-20,59
1129,2025-04-26T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-20,60
1130,2025-04-26T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-20,61
1131,2025-04-26T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-20,62
1132,2025-04-26T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-20,63
1133,2025-04-27T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-27,1
1134,2025-04-27T00:00:00Z,2025,Trump II,Yemen,"c(43.944, 15.658)",2025-04-27,2
1135,2025-04-27T00:00:00Z,2025,Trump II,Yemen,"c(44.45, 16)",2025-04-27,3
1136,2025-04-28T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-27,4
1137,2025-04-28T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-27,5
1138,2025-04-28T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-27,6
1139,2025-04-28T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-27,7
1140,2025-04-28T00:00:00Z,2025,Trump II,Yemen,"c(43.944, 15.658)",2025-04-27,8
1141,2025-04-28T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-27,9
1142,2025-04-29T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-27,10
1143,2025-04-29T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-27,11
1144,2025-04-29T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-27,12
1145,2025-04-29T00:00:00Z,2025,Trump II,Yemen,"c(44.021, 13.579)",2025-04-27,13
1146,2025-04-29T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-27,14
1147,2025-04-29T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-27,15
1148,2025-04-29T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-27,16
1149,2025-04-29T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-27,17
1150,2025-04-29T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-27,18
1151,2025-04-29T00:00:00Z,2025,Trump II,Yemen,"c(44.45, 16)",2025-04-27,19
1152,2025-04-29T00:00:00Z,2025,Trump II,Yemen,"c(45.572, 13.985)",2025-04-27,20
1153,2025-04-29T00:00:00Z,2025,Trump II,Yemen,"c(43.55, 15.47)",2025-04-27,21
1154,2025-04-29T00:00:00Z,2025,Trump II,Yemen,"c(44.779, 16.164)",2025-04-27,22
1155,2025-04-30T00:00:00Z,2025,Trump II,Yemen,"c(44.779, 16.164)",2025-04-27,23
1156,2025-04-30T00:00:00Z,2025,Trump II,Yemen,"c(42.954, 14.797)",2025-04-27,24
1157,2025-04-30T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-27,25
1158,2025-04-30T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-27,26
1159,2025-05-01T00:00:00Z,2025,Trump II,Yemen,"c(44.45, 16)",2025-04-27,27
1160,2025-05-01T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-27,28
1161,2025-05-01T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-27,29
1162,2025-05-01T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-27,30
1163,2025-05-02T00:00:00Z,2025,Trump II,Yemen,"c(42.605, 15.329)",2025-04-27,31
1164,2025-05-02T00:00:00Z,2025,Trump II,Yemen,"c(42.605, 15.329)",2025-04-27,32
1165,2025-05-02T00:00:00Z,2025,Trump II,Yemen,"c(43.944, 15.658)",2025-04-27,33
1166,2025-05-03T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-04-27,34
1167,2025-05-03T00:00:00Z,2025,Trump II,Yemen,"c(42.588, 15.314)",2025-04-27,35
1168,2025-05-03T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-04-27,36
1169,2025-05-03T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-04-27,37
1170,2025-05-03T00:00:00Z,2025,Trump II,Yemen,"c(44.45, 16)",2025-04-27,38
1171,2025-05-03T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-04-27,39
1172,2025-05-04T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-05-04,1
1173,2025-05-04T00:00:00Z,2025,Trump II,Yemen,"c(42.605, 15.329)",2025-05-04,2
1174,2025-05-04T00:00:00Z,2025,Trump II,Yemen,"c(44.779, 16.164)",2025-05-04,3
1175,2025-05-04T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-05-04,4
1176,2025-05-04T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-05-04,5
1177,2025-05-04T00:00:00Z,2025,Trump II,Yemen,"c(45.322, 15.47)",2025-05-04,6
1178,2025-05-04T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-05-04,7
1179,2025-05-04T00:00:00Z,2025,Trump II,Yemen,"c(42.583, 15.366)",2025-05-04,8
1180,2025-05-04T00:00:00Z,2025,Trump II,Yemen,"c(44.45, 16)",2025-05-04,9
1181,2025-05-04T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-05-04,10
1182,2025-05-04T00:00:00Z,2025,Trump II,Yemen,"c(44.191, 15.3694)",2025-05-04,11
1183,2025-05-04T00:00:00Z,2025,Trump II,Yemen,"c(42.605, 15.329)",2025-05-04,12
1184,2025-05-04T00:00:00Z,2025,Trump II,Yemen,"c(43.763, 16.941)",2025-05-04,13
