country,name,value,fill,sum
Czechia,AV & Ground systems,0,EU Member State,31.2802
Czechia,Air Defences,0,EU Member State,31.2802
Czechia,Anti-armour,0,EU Member State,31.2802
Czechia,"Bombs, Munitions & Projectiles",0,EU Member State,31.2802
Czechia,C3 & Electronics,0.181,EU Member State,31.2802
Czechia,Combat aircraft,0,EU Member State,31.2802
Czechia,"Construction, Logistics & Services",0,EU Member State,31.2802
Czechia,Helicopters,0,EU Member State,31.2802
Czechia,Light weapons,0,EU Member State,31.2802
Czechia,Missiles,0,EU Member State,31.2802
Czechia,Naval systems,0,EU Member State,31.2802
Czechia,Radars & sensors,0,EU Member State,31.2802
Czechia,Rockets/Artillery,0,EU Member State,31.2802
Czechia,Transport aircraft,0,EU Member State,31.2802
Czechia,UAVs,0,EU Member State,31.2802
South Korea,AV & Ground systems,0,Non-European country,65.5709
South Korea,Air Defences,0,Non-European country,65.5709
South Korea,Anti-armour,0,Non-European country,65.5709
South Korea,"Bombs, Munitions & Projectiles",0.1118,Non-European country,65.5709
South Korea,C3 & Electronics,0,Non-European country,65.5709
South Korea,Combat aircraft,0,Non-European country,65.5709
South Korea,"Construction, Logistics & Services",0,Non-European country,65.5709
South Korea,Helicopters,0,Non-European country,65.5709
South Korea,Light weapons,0,Non-European country,65.5709
South Korea,Missiles,0.034,Non-European country,65.5709
South Korea,Naval systems,0,Non-European country,65.5709
South Korea,Radars & sensors,0,Non-European country,65.5709
South Korea,Rockets/Artillery,0,Non-European country,65.5709
South Korea,Transport aircraft,0,Non-European country,65.5709
South Korea,UAVs,0,Non-European country,65.5709
Bosnia and Herzegovina,AV & Ground systems,0,Other European country,7.3762
Bosnia and Herzegovina,Air Defences,0,Other European country,7.3762
Bosnia and Herzegovina,Anti-armour,0,Other European country,7.3762
Bosnia and Herzegovina,"Bombs, Munitions & Projectiles",0,Other European country,7.3762
Bosnia and Herzegovina,C3 & Electronics,0,Other European country,7.3762
Bosnia and Herzegovina,Combat aircraft,0,Other European country,7.3762
Bosnia and Herzegovina,"Construction, Logistics & Services",0,Other European country,7.3762
Bosnia and Herzegovina,Helicopters,0.1,Other European country,7.3762
Bosnia and Herzegovina,Light weapons,0,Other European country,7.3762
Bosnia and Herzegovina,Missiles,0,Other European country,7.3762
Bosnia and Herzegovina,Naval systems,0,Other European country,7.3762
Bosnia and Herzegovina,Radars & sensors,0,Other European country,7.3762
Bosnia and Herzegovina,Rockets/Artillery,0,Other European country,7.3762
Bosnia and Herzegovina,Transport aircraft,0,Other European country,7.3762
Bosnia and Herzegovina,UAVs,0,Other European country,7.3762
Iraq,AV & Ground systems,0,Non-European country,65.5709
Iraq,Air Defences,0,Non-European country,65.5709
Iraq,Anti-armour,0,Non-European country,65.5709
Iraq,"Bombs, Munitions & Projectiles",0,Non-European country,65.5709
Iraq,C3 & Electronics,0.1,Non-European country,65.5709
Iraq,Combat aircraft,0,Non-European country,65.5709
Iraq,"Construction, Logistics & Services",0,Non-European country,65.5709
Iraq,Helicopters,0,Non-European country,65.5709
Iraq,Light weapons,0,Non-European country,65.5709
Iraq,Missiles,0,Non-European country,65.5709
Iraq,Naval systems,0,Non-European country,65.5709
Iraq,Radars & sensors,0,Non-European country,65.5709
Iraq,Rockets/Artillery,0,Non-European country,65.5709
Iraq,Transport aircraft,0,Non-European country,65.5709
Iraq,UAVs,0,Non-European country,65.5709
Zambia,AV & Ground systems,0,Non-European country,65.5709
Zambia,Air Defences,0,Non-European country,65.5709
Zambia,Anti-armour,0,Non-European country,65.5709
Zambia,"Bombs, Munitions & Projectiles",0,Non-European country,65.5709
Zambia,C3 & Electronics,0,Non-European country,65.5709
Zambia,Combat aircraft,0,Non-European country,65.5709
Zambia,"Construction, Logistics & Services",0,Non-European country,65.5709
Zambia,Helicopters,0.1,Non-European country,65.5709
Zambia,Light weapons,0,Non-European country,65.5709
Zambia,Missiles,0,Non-European country,65.5709
Zambia,Naval systems,0,Non-European country,65.5709
Zambia,Radars & sensors,0,Non-European country,65.5709
Zambia,Rockets/Artillery,0,Non-European country,65.5709
Zambia,Transport aircraft,0,Non-European country,65.5709
Zambia,UAVs,0,Non-European country,65.5709
Ecuador,AV & Ground systems,0,Non-European country,65.5709
Ecuador,Air Defences,0,Non-European country,65.5709
Ecuador,Anti-armour,0,Non-European country,65.5709
Ecuador,"Bombs, Munitions & Projectiles",0,Non-European country,65.5709
Ecuador,C3 & Electronics,0,Non-European country,65.5709
Ecuador,Combat aircraft,0,Non-European country,65.5709
Ecuador,"Construction, Logistics & Services",0,Non-European country,65.5709
Ecuador,Helicopters,0,Non-European country,65.5709
Ecuador,Light weapons,0.064,Non-European country,65.5709
Ecuador,Missiles,0,Non-European country,65.5709
Ecuador,Naval systems,0,Non-European country,65.5709
Ecuador,Radars & sensors,0,Non-European country,65.5709
Ecuador,Rockets/Artillery,0,Non-European country,65.5709
Ecuador,Transport aircraft,0,Non-European country,65.5709
Ecuador,UAVs,0,Non-European country,65.5709
Ireland,AV & Ground systems,0,EU Member State,31.2802
Ireland,Air Defences,0,EU Member State,31.2802
Ireland,Anti-armour,0.046,EU Member State,31.2802
Ireland,"Bombs, Munitions & Projectiles",0,EU Member State,31.2802
Ireland,C3 & Electronics,0,EU Member State,31.2802
Ireland,Combat aircraft,0,EU Member State,31.2802
Ireland,"Construction, Logistics & Services",0,EU Member State,31.2802
Ireland,Helicopters,0,EU Member State,31.2802
Ireland,Light weapons,0,EU Member State,31.2802
Ireland,Missiles,0,EU Member State,31.2802
Ireland,Naval systems,0,EU Member State,31.2802
Ireland,Radars & sensors,0,EU Member State,31.2802
Ireland,Rockets/Artillery,0,EU Member State,31.2802
Ireland,Transport aircraft,0,EU Member State,31.2802
Ireland,UAVs,0,EU Member State,31.2802
